annotation_id,source_group,pool_used,domain,grant_domain,arxiv_domain,domain_pair,year_segment,similarity_band,grant_year,grant_id,arxiv_id,similarity,delta_t_days,temporal_ok,topic_ok,review_notes,grant_posted_date,arxiv_submitted_date,grant_title,grant_description,arxiv_title,arxiv_abstract,negative_combo
GS_083,tw36,tw36,env_energy,env_energy,env_energy,env_energy,early_2008_2012,low,2011,135893,1104.0548,0.100009,267,1,,,2011-12-27,2011-04-04,Domestic Violence Prevention Enhancement and Leadership Through Alliance (DELTA) III Program,"This FOA is for one year of supplemental funds at current levels to continue the activities conducted under CE09-901. In particular, this supplement is critical for enabling the current grantees to refine and complete the capacity-building, implementation, evaluation and sustainability components be",On the first determination of Mercury's perihelion advance,"The first determination of the perihelion advance of Mercury's orbit was obtained by Leverrier from the analysis of the transit contacts of the planet on the solar disk. He obtained for the advance the value \delta \pi ' = 38"".3/century, considering that the value \delta e', namely the correction of the variation of the planet's orbit eccentricity, is negligible. In this paper \delta \pi ' and \delta e' are calculated by the least squares method, on the basis of the meridian observations used by Leverrier. Thus, we obtain for advance the value \delta \pi ' = 42"".8/century, which is close to the one given in the theory of general relativity. The same, we obtained the value \delta e' = -0"".044/year, which is lower in absolute value than Leverrier's estimation \delta e' = -0"".0806/year.",
GS_084,tw36,tw36,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,high,2013,233281,1104.2876,0.371478,753,1,,,2013-05-06,2011-04-14,FY 2013 Methane Hydrates,"The objective of this Funding Opportunity Announcement is to fund research that advances the current state of knowledge or technology with respect to methane hydrate science focusing on characterization of gas hydrate deposits, response of methane hydrate systems to natural environmental change, and",Adsorption of CO$_2$ and CH$_4$ and their mixtures in gas hydrates,"We report results from grand-canonical Monte Carlo simulations of methane and carbon dioxide adsorption in structure sI gas hydrates. Simulations of pure component systems show that all methane sites are equivalent, while carbon dioxide distinguishes between two types of sites, large or small. The adsorbed mixture can be regarded as ideal, as long as only large sites are occupied. A strong preference is demonstrated for methane, when the smaller sites become filled. The molar heat of adsorption of methane decreases with composition, while the molar heat of adsorption for carbon dioxide passes an extremum, essentially in accordance with the observation on the site sizes. The Helmholtz energies of the hydrate with CO$_2$-CH$_4$ gas mixture for temperatures between 278 and 328 K and pressures between 10$^4$ and 10$^9$ Pa indicate that certain mixtures are more stable than others. The results indicate that a thermodynamic path exists for conversion of a pure methane hydrate into a pure carbon dioxide hydrate without destroying the hydrate structure.",
GS_085,tw36,tw36,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,mid,2013,239632,1011.0244,0.13317,1012,1,,,2013-08-09,2010-11-01,"BLM OR-WA Douglas County Noxious Weed Control, Oregon",The objective of this project is to improve the long term health of both public and private lands by controlling noxious weeds within the jurisdictional boundaries of Douglas Soil & Water Conservation District.,Modelling trade offs between public and private conservation policies,"To reduce global biodiversity loss, there is an urgent need to determine the most efficient allocation of conservation resources. Recently, there has been a growing trend for many governments to supplement public ownership and management of reserves with incentive programs for conservation on private land. At the same time, policies to promote conservation on private land are rarely evaluated in terms of their ecological consequences. This raises important questions, such as the extent to which private land conservation can improve conservation outcomes, and how it should be mixed with more traditional public land conservation. We address these questions, using a general framework for modelling environmental policies and a case study examining the conservation of endangered native grasslands to the west of Melbourne, Australia. Specifically, we examine three policies that involve: i) spending all resources on creating public conservation areas; ii) spending all resources on an ongoing incentive program where private landholders are paid to manage vegetation on their property with 5-year contracts; and iii) splitting resources between these two approaches. The performance of each strategy is quantified with a vegetation condition change model that predicts future changes in grassland quality. Of the policies tested, no one policy was always best and policy performance depended on the objectives of those enacting the policy. This work demonstrates a general method for evaluating environmental policies and highlights the utility of a model which combines ecological and socioeconomic processes.",
GS_086,tw36,tw36,env_energy,env_energy,env_energy,env_energy,mid_2013_2018,low,2016,287645,1503.08527,0.100022,507,1,,,2016-08-18,2015-03-30,Flood Plain Connection and Complexity Improvement,This Funding Announcement is not a request for applications. This announcement is to provide public notice of the Bureau of Reclamation’s intention to fund the following project activities without full and open competition.,The ecological impact of flooding: a study of tree damage,"The objective of this research was to identify factors affecting tree damage in the historical Minot flood of 2011. We hypothesized that tree height, identity, origin, and maximum water height affect in the severity of damage sustained by a tree in a flood event. All these factors were significant but highly interactive. The results from this research can influence planting practices in valleys and other flood prone areas to mitigate future damage.",
GS_087,tw36,tw36,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,high,2020,327856,2005.08537,0.387786,38,1,,,2020-06-25,2020-05-18,"Digital Healthcare Interventions to Address the Secondary Health Effects Related to Social, Behavioral, and Economic Impact of COVID-19 (R01 - Clinical Trial Optional)","This funding opportunity announcement aims to support research to strengthen the healthcare response to Coronavirus Disease 2019 (COVID-19) caused by the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) and future public health emergencies, including pandemics. While research related to ",Remote health monitoring and diagnosis in the time of COVID-19,"Coronavirus disease (COVID-19) is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) that is rapidly spreading across the globe. The clinical spectrum of SARS-CoV-2 pneumonia ranges from mild to critically ill cases and requires early detection and monitoring, within a clinical environment for critical cases and remotely for mild cases. The fear of contamination in clinical environments has led to a dramatic reduction in on-site referrals for routine care. There has also been a perceived need to continuously monitor non-severe COVID- 19 patients, either from their quarantine site at home, or dedicated quarantine locations (e.g., hotels). Thus, the pandemic has driven incentives to innovate and enhance or create new routes for providing healthcare services at distance. In particular, this has created a dramatic impetus to find innovative ways to remotely and effectively monitor patient health status. In this paper we present a short review of remote health monitoring initiatives taken in 19 states during the time of the pandemic. We emphasize in the discussion particular aspects that are common ground for the reviewed states, in particular the future impact of the pandemic on remote health monitoring and consideration on data privacy.",
GS_088,tw36,tw36,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,high,2022,340661,2006.07329,0.169662,725,1,,,2022-05-24,2020-05-29,Engagement with Asia and Regional Economic Communities to Promote Alignment of MRL Standard Setting Bodies,"BackgroundOne of the greatest threats to vital pesticide tools and maximum residue limits (MRLs) for U.S. farmers and other farmers around the world, is the reduction or removal of MRLs from the European Union, which has a spillover effect of forcing farmers outside of Europe to discontinue use of i",Effects of Regional Trade Agreement to Local and Global Trade Purity Relationships,"In contrast to the rapid integration of the world economy, many regional trade agreements (RTAs) have also emerged since the early 1990s. This seeming contradiction has encouraged scholars and policy makers to explore the true effects of RTAs, including both regional and global trade relationships. This paper defines synthesized trade resistance and decomposes it into natural and artificial factors. Here, we separate the influence of geographical distance, economic volume, overall increases in transportation and labor costs and use the expectation maximization algorithm to optimize the parameters and quantify the trade purity indicator, which describes the true global trade environment and relationships among countries. This indicates that although global and most regional trade relations gradually deteriorated during the period 2007-2017, RTAs generate trade relations among members, especially contributing to the relative prosperity of EU and NAFTA countries. In addition, we apply the network to reflect the purity of the trade relations among countries. The effects of RTAs can be analyzed by comparing typical trade unions and trade communities, which are presented using an empirical network structure. This analysis shows that the community structure is quite consistent with some trade unions, and the representative RTAs constitute the core structure of international trade network. However, the role of trade unions has weakened, and multilateral trade liberalization has accelerated in the past decade. This means that more countries have recently tended to expand their trading partners outside of these unions rather than limit their trading activities to RTAs.",
GS_089,tw36,tw36,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,mid,2019,320536,1808.05557,0.140589,392,1,,,2019-09-12,2018-08-16,Biosensing,"The Biosensing program is part of the Engineering Biology and Health cluster, which also includes 1) the Biophotonics program; 2) the Cellular and Biochemical Engineering program; 3) the Disability and Rehabilitation Engineering program; and 4) the Engineering of Biomedical Systems program. The Bios",Digital Biosensing By Foundry-Fabricated Graphene Sensors,"Biomedical and environmental testing currently require access to highly specialized facilities or extensive training. Current biochemical tests require complex reagents to achieve a simple human readable result such as a color change. This results in low-information tests, with high reagent costs. To maximize information from testing while minimizing costs, biotechnology should leverage complex analysis enabled by advanced portable computing power and use simplified reagents. Nanotechnologists have created proof-of-concept devices to move diagnosis and monitoring from large core labs to hand-held, easy-to-use personal devices, but none have achieved large-scale manufacturability. We demonstrate the first economical nanoelectronics produced in a commercial foundry. The mass-manufacture of these graphene-based digital biosensors is achieved by successfully integrating delicate graphene material into standard electronic high-volume production processes. We describe critical manufacturing parameters and the results of biosensing measurements that establish graphene biosensors as a portable, low-cost method to gain precise data without labeled, complex reagents. The low power and resource usage of these biosensors enable individuals to gain personal, immediate control over precise biological and environmental data.",
GS_090,tw36,tw36,env_energy,env_energy,env_energy,env_energy,recent_2019_2024,low,2022,338826,2001.09786,0.100063,790,1,,,2022-03-21,2020-01-21,Conservation Innovation Grants (CIG) for Federal fiscal year (FY) 2022 &#8211; South Carolina,Notice of Funding Opportunity Summary This Notice of Funding Opportunity (NFO) is being released prior to appropriation and/or apportionment of funds for fiscal year 2022. Enactment of additional continuing resolutions or an appropriations act may affect the availability or level of funding for this,"Artificial Intelligence for Digital Agriculture at Scale: Techniques, Policies, and Challenges","Digital agriculture has the promise to transform agricultural throughput. It can do this by applying data science and engineering for mapping input factors to crop throughput, while bounding the available resources. In addition, as the data volumes and varieties increase with the increase in sensor deployment in agricultural fields, data engineering techniques will also be instrumental in collection of distributed data as well as distributed processing of the data. These have to be done such that the latency requirements of the end users and applications are satisfied. Understanding how farm technology and big data can improve farm productivity can significantly increase the world's food production by 2050 in the face of constrained arable land and with the water levels receding. While much has been written about digital agriculture's potential, little is known about the economic costs and benefits of these emergent systems. In particular, the on-farm decision making processes, both in terms of adoption and optimal implementation, have not been adequately addressed. For example, if some algorithm needs data from multiple data owners to be pooled together, that raises the question of data ownership. This paper is the first one to bring together the important questions that will guide the end-to-end pipeline for the evolution of a new generation of digital agricultural solutions, driving the next revolution in agriculture and sustainability under one umbrella.",
GS_091,negative,negative,biomed__x__cs,biomed,cs,biomed__x__cs,early_2008_2012,random_cross_domain,2012,160333,2103.05152,,-3266,0,,,2012-03-30,2021-03-09,"Hemoglobinopathies Surveillance, Health Promotion, and Laboratory Capacity Demonstration Project","The purpose of this cooperative agreement is to expand upon the work of the Registry and Surveillance for Hemoglobinopathies (RuSH) project so as to address the new Healthy People 2020 topic, Blood Disorders and Blood Safety. This will be a demonstration project addressing three areas of Public Heal",Knowledge Evolution in Neural Networks,"Deep learning relies on the availability of a large corpus of data (labeled or unlabeled). Thus, one challenging unsettled question is: how to train a deep network on a relatively small dataset? To tackle this question, we propose an evolution-inspired training approach to boost performance on relatively small datasets. The knowledge evolution (KE) approach splits a deep network into two hypotheses: the fit-hypothesis and the reset-hypothesis. We iteratively evolve the knowledge inside the fit-hypothesis by perturbing the reset-hypothesis for multiple generations. This approach not only boosts performance, but also learns a slim network with a smaller inference cost. KE integrates seamlessly with both vanilla and residual convolutional networks. KE reduces both overfitting and the burden for data collection. We evaluate KE on various network architectures and loss functions. We evaluate KE using relatively small datasets (e.g., CUB-200) and randomly initialized deep networks. KE achieves an absolute 21% improvement margin on a state-of-the-art baseline. This performance improvement is accompanied by a relative 73% reduction in inference cost. KE achieves state-of-the-art results on classification and metric learning benchmarks. Code available at http://bit.ly/3uLgwYb",biomed__x__cs
GS_092,negative,negative,biomed__x__cs,cs,biomed,biomed__x__cs,mid_2013_2018,random_cross_domain,2017,293111,2312.12682,,-2445,0,,,2017-04-10,2023-12-20,Civic and Tech through English Language (CTEL),Civic and Tech through English Language II (CTEL II) program will provide English language training courses aimed at improving English language command among Civic Education and Internet and Computer Technologies (ICT) teachers and promoting as well as advancing integrated teaching and learning in t,Mini-GPTs: Efficient Large Language Models through Contextual Pruning,"In AI research, the optimization of Large Language Models (LLMs) remains a significant challenge, crucial for advancing the field's practical applications and sustainability. Building upon the foundational work of Professor Song Han's lab at MIT, this paper introduces a novel approach in developing Mini-GPTs via contextual pruning. Our methodology strategically prunes the computational architecture of traditional LLMs, like Phi-1.5, focusing on retaining core functionalities while drastically reducing model sizes. We employ the technique across diverse and complex datasets, including US law, Medical Q&A, Skyrim dialogue, English-Taiwanese translation, and Economics articles. The results underscore the efficiency and effectiveness of contextual pruning, not merely as a theoretical concept but as a practical tool in developing domain-specific, resource-efficient LLMs. Contextual pruning is a promising method for building domain-specific LLMs, and this research is a building block towards future development with more hardware compute, refined fine-tuning, and quantization.",biomed__x__cs
GS_093,negative,negative,biomed__x__cs,biomed,cs,biomed__x__cs,recent_2019_2024,random_cross_domain,2024,353362,1706.01299,,2494,1,,,2024-04-03,2017-06-05,GOLDen hour extended EVACuation (GOLDEVAC),The Defense Advanced Research Projects Agency (DARPA) is soliciting innovative proposals in the following technical area: intravascular gas-exchange and trauma resuscitation through a single intravascular cannula. Proposed research should investigate innovative approaches that enable revolutionary a,Iterated Elliptic and Hypergeometric Integrals for Feynman Diagrams,"We calculate 3-loop master integrals for heavy quark correlators and the 3-loop QCD corrections to the $\rho$-parameter. They obey non-factorizing differential equations of second order with more than three singularities, which cannot be factorized in Mellin-$N$ space either. The solution of the homogeneous equations is possible in terms of convergent close integer power series as $_2F_1$ Gau\ss{} hypergeometric functions at rational argument. In some cases, integrals of this type can be mapped to complete elliptic integrals at rational argument. This class of functions appears to be the next one arising in the calculation of more complicated Feynman integrals following the harmonic polylogarithms, generalized polylogarithms, cyclotomic harmonic polylogarithms, square-root valued iterated integrals, and combinations thereof, which appear in simpler cases. The inhomogeneous solution of the corresponding differential equations can be given in terms of iterative integrals, where the new innermost letter itself is not an iterative integral. A new class of iterative integrals is introduced containing letters in which (multiple) definite integrals appear as factors. For the elliptic case, we also derive the solution in terms of integrals over modular functions and also modular forms, using $q$-product and series representations implied by Jacobi's $\vartheta_i$ functions and Dedekind's $\eta$-function. The corresponding representations can be traced back to polynomials out of Lambert--Eisenstein series, having representations also as elliptic polylogarithms, a $q$-factorial $1/\eta^k(\tau)$, logarithms and polylogarithms of $q$ and their $q$-integrals. Due to the specific form of the physical variable $x(q)$ for different processes, different representations do usually appear. Numerical results are also presented.",biomed__x__cs
GS_094,negative,negative,biomed__x__cs,cs,biomed,biomed__x__cs,early_2008_2012,random_cross_domain,2008,41890,2407.02984,,-5874,0,,,2008-06-03,2024-07-03,ROSES 2008: Planetary Instrument Definition and Development,"NNH08ZDA001N, entitled ""Research Opportunities in Space and Earth Sciences - 2008 (ROSES-2008),"" will be available on or about February 15, 2008, by opening the NASA Research Opportunities homepage at http://nspires.nasaprs.com/ and then linking through the menu listings ""Solicitations"" to ""Open Sol",Semantically Rich Local Dataset Generation for Explainable AI in Genomics,"Black box deep learning models trained on genomic sequences excel at predicting the outcomes of different gene regulatory mechanisms. Therefore, interpreting these models may provide novel insights into the underlying biology, supporting downstream biomedical applications. Due to their complexity, interpretable surrogate models can only be built for local explanations (e.g., a single instance). However, accomplishing this requires generating a dataset in the neighborhood of the input, which must maintain syntactic similarity to the original data while introducing semantic variability in the model's predictions. This task is challenging due to the complex sequence-to-function relationship of DNA. We propose using Genetic Programming to generate datasets by evolving perturbations in sequences that contribute to their semantic diversity. Our custom, domain-guided individual representation effectively constrains syntactic similarity, and we provide two alternative fitness functions that promote diversity with no computational effort. Applied to the RNA splicing domain, our approach quickly achieves good diversity and significantly outperforms a random baseline in exploring the search space, as shown by our proof-of-concept, short RNA sequence. Furthermore, we assess its generalizability and demonstrate scalability to larger sequences, resulting in a ~30% improvement over the baseline.",biomed__x__cs
GS_095,negative,negative,biomed__x__cs,biomed,cs,biomed__x__cs,mid_2013_2018,random_cross_domain,2017,292288,1011.6441,,2290,1,,,2017-03-08,2010-11-30,USAID&apos;s Essential Health Services Program (USAID&apos;s EHSP),"The United States Agency for International Development in Burma (USAID/Burma) is seeking applications from qualified organizations to implement the USAID’s Essential Health Services Program. USAID/Burma anticipates awarding one five-year cooperative agreement to improve the quality, delivery, financ",LP Decodable Permutation Codes based on Linearly Constrained Permutation Matrices,"A set of linearly constrained permutation matrices are proposed for constructing a class of permutation codes. Making use of linear constraints imposed on the permutation matrices, we can formulate a minimum Euclidian distance decoding problem for the proposed class of permutation codes as a linear programming (LP) problem. The main feature of this class of permutation codes, called LP decodable permutation codes, is this LP decodability. It is demonstrated that the LP decoding performance of the proposed class of permutation codes is characterized by the vertices of the code polytope of the code. Two types of linear constraints are discussed; one is structured constraints and another is random constraints. The structured constraints such as pure involution lead to an efficient encoding algorithm. On the other hand, the random constraints enable us to use probabilistic methods for analyzing several code properties such as the average cardinality and the average weight distribution.",biomed__x__cs
GS_096,negative,negative,biomed__x__env_energy,biomed,env_energy,biomed__x__env_energy,early_2008_2012,random_cross_domain,2012,189974,2207.07228,,-3628,0,,,2012-08-07,2022-07-14,Development and Application of Systems Approaches for Analyzing the Impact of Genomic Variation on Tissue Transcriptomes (R01),"This NIH Funding Opportunity Announcement (FOA), supported by funds from the NIH Common Fund, invites applications for R01 awards for statistical analysis of Genotype-Tissue Expression (GTEx) data. The goal of the GTEx program is to develop a data and sample resource to study the relationship betwee",Multi-FEAT: Multi-Feature Edge AlignmenT for Targetless Camera-LiDAR Calibration,"The accurate environment perception of automobiles and UAVs (Unmanned Ariel Vehicles) relies on the precision of onboard sensors, which require reliable in-field calibration. This paper introduces a novel approach for targetless camera-LiDAR extrinsic calibration called Multi-FEAT (Multi-Feature Edge AlignmenT). Multi-FEAT uses the cylindrical projection model to transform the 2D(Camera)-3D(LiDAR) calibration problem into a 2D-2D calibration problem, and exploits various LiDAR feature information to supplement the sparse LiDAR point cloud boundaries. In addition, a feature matching function with a precision factor is designed to improve the smoothness of the solution space. The performance of the proposed Multi-FEAT algorithm is evaluated using the KITTI dataset, and our approach shows more reliable results, as compared with several existing targetless calibration methods. We summarize our results and present potential directions for future work.",biomed__x__env_energy
GS_097,negative,negative,biomed__x__env_energy,env_energy,biomed,biomed__x__env_energy,mid_2013_2018,random_cross_domain,2013,236800,2212.09610,,-3463,0,,,2013-06-26,2022-12-19,Capacity Building for Sustainable Communities,"This NOFA is part of a cross-agency collaboration between HUD, the U.S. Department of Transportation (DOT), and the U.S. Environmental Protection Agency (EPA), known as the Partnership for Sustainable Communities. The Capacity Building for Sustainable Communities Program (Program), through this NOFA","Drying of Bio-colloidal Sessile Droplets: Advances, Applications, and Perspectives","Drying of biologically-relevant sessile droplets, including passive systems (like DNA and proteins), as well as active microbial systems comprising bacteria and algae, have garnered considerable attention over the last decades. Distinct morphological patterns emerge when bio-colloids undergo drying, with significant potential in a range of biomedical applications, spanning bio-sensing, medical diagnostics, drug delivery, and antimicrobial resistance. This review presents a comprehensive overview of bio-colloidal droplets drying on solid substrates, focusing on the experimental progress during the last ten years. We provide a summary of the relevant properties of bio-colloids and link their composition (constituent particles, solvent, and concentrations) to the patterns emerging due to drying. We examined the drying patterns generated by passive bio-colloids (DNA, globular, fibrous, and composite proteins, plasma, serum, blood, urine, tears, saliva). This article highlights how morphological patterns are influenced by the nature of the biological entities and the solvent, micro- and global environmental conditions. Correlations between emergent patterns and the initial droplet compositions enable the detection of potential clinical abnormalities when compared with the patterns of drying droplets of healthy control samples, offering a diagnostic blueprint. Recent experimental investigations of pattern formation in the bio-mimetic and salivary drying droplets, relevant to COVID-19 are also presented. Finally, we summarize the role of biologically active agents in drying process, including bacteria and algae during the drying process. The review concludes with a perspective on the next generation of research and applications based on drying droplets, enabling potential innovations and tools to study this exciting interface of physics, biology, data sciences, and machine learning.",biomed__x__env_energy
GS_098,negative,negative,biomed__x__env_energy,biomed,env_energy,biomed__x__env_energy,recent_2019_2024,random_cross_domain,2020,328181,2103.12088,,-248,0,,,2020-07-17,2021-03-22,Integrative Research to Understand the Impact of Sex Differences on the Molecular Determinants of AD Risk and Responsiveness to Treatment (R01 Clinical Trial Optional),"This Funding Opportunity Announcement (FOA) invites applications that apply a cross-disciplinary and team science approach to gain comprehensive mechanistic understanding of the impact of sex differences on the trajectories of brain aging, phenotypes, and risk of Alzheimer's Disease (AD) and AD-rela",The hydrodynamic evolution of binary black holes embedded within the vertically stratified disks of active galactic nuclei,"Stellar-mass black holes can become embedded within the gaseous disks of active galactic nuclei (AGNs). Afterwards, their interactions are mediated by their gaseous surroundings. In this work, we study the evolution of stellar-mass binary black holes (BBHs) embedded within AGN disks using a combination of three-dimensional hydrodynamic simulations and analytic methods, focusing on environments in which the AGN disk scale height $H$ is $\gtrsim$ the BBH sphere of influence. We model the local surroundings of the embedded BBHs using a wind tunnel formalism and characterize different accretion regimes based on the local properties of the disk, which range from wind-dominated to quasi-spherical. We use our simulations to develop prescriptions for mass accretion and drag for embedded BBHs. We use these prescriptions, along with AGN disk models that can represent the Toomre-unstable outer regions of AGN disks, to study the long-term evolution of the BBHs as they migrate through the disk. We find that BBHs typically merge within $\lesssim 5-30\,{\rm Myr}$, increasing their mass significantly in the process, allowing BBHs to enter (or cross) the pair-instability supernova mass gap. The rate at which gas is supplied to these BBHs often exceeds the Eddington limit, sometimes by several orders of magnitude. We conclude that most embedded BBHs will merge before migrating significantly in the disk. Depending on the conditions of the ambient gas and the distance to the system, LISA can detect the transition between the gas-dominated and gravitational wave dominated regime for inspiraling BBHs that are formed sufficiently close to the AGN ($\lesssim$ 0.1 pc). We also discuss possible electromagnetic signatures during and following the inspiral, finding that it is generally unlikely but not inconceivable for the bolometric luminosity of the BBH to exceed that of the host AGN.",biomed__x__env_energy
GS_099,negative,negative,biomed__x__env_energy,env_energy,biomed,biomed__x__env_energy,early_2008_2012,random_cross_domain,2009,45926,1709.00373,,-3097,0,,,2009-03-10,2017-09-01,Geoscientist Intern Program for BLM,"To provide valuable on-the-ground experience to interns seeking to gain knowledge, skills and abilities in geoscience related work on public land science projects. The projects will also contribute to accomplishing a variety of geoscience related work for successful natural resource management on pu",Dosimetric evidence confirms computational model for magnetic field induced dose distortions of therapeutic proton beams,"Given the sensitivity of proton therapy to anatomical variations, this cancer treatment modality is expected to benefit greatly from integration with magnetic resonance (MR) imaging. One of the obstacles hindering such an integration are strong magnetic field induced dose distortions. These have been predicted in simulation studies, but no experimental validation has been performed so far. Here we show the first measurement of planar distributions of dose deposited by therapeutic proton pencil beams traversing a one-Tesla transversal magnetic field while depositing energy in a tissue-like phantom using film dosimetry. The lateral beam deflection ranges from one millimeter to one centimeter for 80 to 180 MeV beams. Simulated and measured deflection agree within one millimeter for all studied energies. These results proof that the magnetic field induced proton beam deflection is both measurable and accurately predictable. This demonstrates the feasibility of accurate dose measurement and hence validates dose predictions for the framework of MR-integrated proton therapy.",biomed__x__env_energy
GS_100,negative,negative,biomed__x__env_energy,biomed,env_energy,biomed__x__env_energy,mid_2013_2018,random_cross_domain,2018,301794,astro-ph/0604197,,4518,1,,,2018-08-23,2006-04-10,Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President&apos;s Emergency Plan for AIDS Relief (PEPFAR),"Access to quality assured diagnostics and laboratory services is critical to the effective diagnosis, treatment, and management of HIV and other HIV-related diseases, including TB. Achieving the UNAIDS 95-95-95 targets requires establishment and operationalization of laboratory and diagnostic networ",Observation of VHE Gamma Radiation from HESS J1834-087/W41 with the MAGIC Telescope,"Recently, the HESS array has reported the detection of gamma-ray emission above a few hundred GeV from eight new sources located close to the Galactic Plane. The source HESS J1834-087 is spatially coincident with SNR G23.3-0.3 (W41). Here we present MAGIC observations of this source, resulting in the detection of a differential gamma-ray flux consistent with a power law, described as dN/(dA dt dE) = (3.7 +/- 0.6)*10^(-12) (E/TeV)^(-2.5 +/- 0.2) \ cm^(-2)s^(-1)TeV^(-1). We confirm the extended character of this flux. We briefly discuss the observational technique used, the procedure implemented for the data analysis, and put this detection in the perspective of the molecular environment found in the region of W41. We present 13CO and 12CO emission maps showing the existence of a massive molecular cloud in spatial superposition with the MAGIC detection.",biomed__x__env_energy
GS_101,negative,negative,cs__x__env_energy,cs,env_energy,cs__x__env_energy,early_2008_2012,random_cross_domain,2012,212693,1808.03742,,-2059,0,,,2012-12-21,2018-08-11,Antarctic Research,"Scientific research, along with operational support of that research, is the principal activity of the U.S. Antarctic Program in Antarctica. The National Science Foundation's Antarctic Sciences Section fosters research on globally and regionally important scientific problems. In particular, the Anta",Efficient Fourier Basis Particle Simulation,"The standard particle-in-cell algorithm suffers from grid heating. There exists a gridless alternative which bypasses the deposition step and calculates each Fourier mode of the charge density directly from the particle positions. We show that a gridless method can be computed efficiently through the use of an Unequally Spaced Fast Fourier Transform (USFFT) algorithm. After a spectral field solve, the forces on the particles are calculated via the inverse USFFT (a rapid solution of an approximate linear system). We provide one and two dimensional implementations of this algorithm with an asymptotic runtime of $O(N_p + N_m^D \log N_m^D)$ for each iteration, identical to the standard PIC algorithm (where $N_p$ is the number of particles and $N_m$ is the number of Fourier modes, and $D$ is the spatial dimensionality of the problem) We demonstrate superior energy conservation and reduced noise, as well as convergence of the energy conservation at small time steps.",cs__x__env_energy
GS_102,negative,negative,cs__x__env_energy,env_energy,cs,cs__x__env_energy,mid_2013_2018,random_cross_domain,2015,277598,1102.2382,,1603,1,,,2015-07-01,2011-02-09,"Cooperative Ecosystem Studies Unit, Chesapeak Watershed CESU","national-level science problem with novel methods. The expertise and contributions of external technology partners is required for this scientific pursuit which is aligning USGS interests with recently recognized national priorities with regard to pollination, thus representing a significant opportu",A Comparison of Two Human Brain Tumor Segmentation Methods for MRI Data,"The most common primary brain tumors are gliomas, evolving from the cerebral supportive cells. For clinical follow-up, the evaluation of the preoperative tumor volume is essential. Volumetric assessment of tumor volume with manual segmentation of its outlines is a time-consuming process that can be overcome with the help of computerized segmentation methods. In this contribution, two methods for World Health Organization (WHO) grade IV glioma segmentation in the human brain are compared using magnetic resonance imaging (MRI) patient data from the clinical routine. One method uses balloon inflation forces, and relies on detection of high intensity tumor boundaries that are coupled with the use of contrast agent gadolinium. The other method sets up a directed and weighted graph and performs a min-cut for optimal segmentation results. The ground truth of the tumor boundaries - for evaluating the methods on 27 cases - is manually extracted by neurosurgeons with several years of experience in the resection of gliomas. A comparison is performed using the Dice Similarity Coefficient (DSC), a measure for the spatial overlap of different segmentation results.",cs__x__env_energy
GS_103,negative,negative,cs__x__env_energy,cs,env_energy,cs__x__env_energy,recent_2019_2024,random_cross_domain,2020,323684,astro-ph/0605598,,4986,1,,,2020-01-16,2006-05-23,FY2020 NOAA Ruth Gates Coral Restoration Innovation Grants,"PLEASE NOTE: If an applicant mails an application they should also submit the application by email. All emailed applications will need to be verified by the receipt of an application postmarked or submitted to a delivery service by the deadline (March 30, 2020 11:59PM eastern time). Due to the CORVI",Results from the Exoplanet Search Programmes with BEST and TEST,"Thueringer Landessternwarte Tautenburg (TLS) has started to operate a small dedicated telescope - the Tautenburg Exoplanet Search Telescope (TEST) - searching for transits of extrasolar planets in photometric time series observations. In a joint effort with the Berlin Exoplanet Search Telescope (BEST) operated by the Institut fuer Planetenforschung of the ""Deutsches Zentrum fuer Luft- und Raumfahrt (DLR)"" at the Observatoire de Haute-Provence (OHP), France, two observing sites are used to optimise transit search. Here, we give a short overview of these systems and the data analysis. We describe a software pipeline that we have set up to identify transit events of extrasolar planets and variable stars in time series data from these and other telescopes, and report on some first results.",cs__x__env_energy
